ta,rh,v,met,clo,thermal_sensation
32.6,65.0,0.44,1.0,0.73,2
32.6,65.0,0.44,2.0,0.58,2
26.7,44.0,0.05,1.0,0.63,-1
26.7,44.0,0.05,1.0,0.73,3
26.7,44.0,0.05,1.0,0.63,0
26.7,44.0,0.05,1.0,0.62,0
26.7,44.0,0.05,1.2,0.62,0
26.7,44.0,0.05,1.0,0.68,2
26.7,44.0,0.05,1.0,0.68,-1
26.3,45.0,0.01,1.0,0.68,2
26.3,45.0,0.01,1.2,0.62,3
26.3,45.0,0.01,1.0,0.68,3
28.2,44.0,0.03,1.0,0.53,-2
25.0,45.0,0.02,1.0,0.95,3
25.0,45.0,0.02,1.0,0.68,0
25.0,45.0,0.02,1.0,0.69,-2
27.0,54.0,0.03,1.2,0.84,-1
27.0,54.0,0.03,1.0,0.84,3
27.0,54.0,0.03,1.0,0.7,-2
27.0,54.0,0.03,1.0,0.7,0
33.2,53.0,0.03,1.2,0.62,2
33.2,53.0,0.03,1.0,0.62,2
33.2,53.0,0.03,1.0,0.62,3
33.2,53.0,0.03,1.0,0.62,2
33.2,53.0,0.03,1.2,0.62,3
33.9,53.0,0.03,1.0,0.62,3
33.9,53.0,0.03,1.0,0.62,2
33.9,53.0,0.03,1.0,0.63,3
33.9,53.0,0.03,1.0,0.82,2
27.0,54.0,0.03,1.2,0.64,2
33.8,55.0,0.21,1.0,0.62,3
34.4,58.0,1.38,1.0,0.68,3
33.7,62.0,0.3,1.2,0.62,2
33.7,62.0,0.3,1.0,0.62,3
33.7,62.0,0.3,1.2,0.68,2
33.7,62.0,0.3,1.2,0.62,2
33.7,62.0,0.3,1.0,0.68,1
33.7,62.0,0.3,1.0,0.62,2
33.7,62.0,0.3,1.0,0.62,3
35.2,55.0,0.3,1.0,0.62,2
35.2,55.0,0.3,1.0,0.62,1
32.6,65.0,0.44,1.2,0.68,1
25.0,45.0,0.02,1.0,0.73,-2
25.0,45.0,0.02,1.0,0.68,-2
33.9,56.0,0.11,1.0,0.62,3
23.4,48.0,0.04,1.0,0.7,0
23.4,48.0,0.04,1.0,0.7,0
23.4,48.0,0.04,1.0,0.84,3
26.4,48.0,0.17,1.0,0.7,-2
26.4,48.0,0.17,1.0,0.97,2
26.7,45.0,0.35,1.0,0.75,-1
26.7,45.0,0.35,1.0,0.84,-1
26.7,45.0,0.35,1.0,0.97,3
26.7,45.0,0.35,1.0,0.75,-1
26.7,45.0,0.35,1.0,0.75,-1
26.7,45.0,0.35,1.2,0.84,3
26.3,45.0,0.19,1.0,0.84,0
26.3,45.0,0.19,1.0,0.84,1
26.3,45.0,0.19,1.0,0.84,1
26.3,45.0,0.19,1.0,0.84,-1
26.1,44.0,0.03,1.0,0.84,3
25.3,44.0,0.08,1.0,0.7,-2
25.3,44.0,0.08,1.7,0.49,1
25.3,44.0,0.08,1.0,0.72,-1
25.8,44.0,0.18,1.0,0.84,-2
25.8,44.0,0.18,1.0,0.84,-1
25.8,44.0,0.18,1.0,0.64,-2
25.8,44.0,0.18,1.0,0.84,-1
22.4,54.0,0.45,1.0,0.72,1
22.4,54.0,0.45,1.0,0.97,-2
22.4,54.0,0.45,1.0,0.84,1
22.4,54.0,0.45,1.0,0.84,-2
22.4,54.0,0.45,1.7,0.69,-1
22.4,54.0,0.45,1.0,0.84,-2
25.5,47.0,0.07,1.0,0.84,-1
26.4,48.0,0.17,1.0,0.9,1
26.4,48.0,0.17,1.2,0.72,0
26.4,48.0,0.17,1.0,0.62,0
26.8,47.0,0.13,1.0,0.64,2
28.9,55.0,0.17,1.0,0.75,-1
28.9,55.0,0.17,1.0,0.84,-1
28.9,55.0,0.17,1.0,0.9,-1
28.9,55.0,0.17,1.0,0.97,2
28.9,55.0,0.17,1.0,0.84,0
27.9,52.0,0.2,1.0,0.97,-1
27.9,52.0,0.2,1.0,0.84,-3
27.9,52.0,0.2,1.0,0.64,-1
28.2,51.0,0.2,1.0,0.97,-2
28.2,51.0,0.2,1.0,0.97,1
28.2,51.0,0.2,1.0,0.84,-1
28.2,51.0,0.2,1.0,0.97,1
28.2,51.0,0.2,1.0,0.84,-3
25.5,47.0,0.07,1.0,0.72,2
28.2,51.0,0.2,1.0,0.84,0
28.5,45.0,0.78,1.0,0.75,1
28.5,45.0,0.78,1.0,0.97,1
28.5,45.0,0.78,1.0,0.97,3
28.5,45.0,0.78,1.0,0.84,-1
27.5,48.0,0.14,1.0,0.9,3
27.5,48.0,0.14,1.0,0.97,0
27.5,48.0,0.14,1.0,0.84,-1
27.5,48.0,0.14,1.0,0.75,3
27.5,48.0,0.14,1.0,0.9,3
26.8,47.0,0.13,1.0,0.84,0
26.8,47.0,0.13,1.0,0.72,2
26.8,47.0,0.13,1.0,0.66,3
26.8,47.0,0.13,1.0,0.7,3
28.5,45.0,0.78,1.0,0.75,2
28.9,55.0,0.17,1.0,0.97,0
25.5,47.0,0.07,1.0,0.72,-1
25.5,47.0,0.07,1.0,0.72,-2
26.8,49.0,0.09,1.0,0.73,-2
26.8,49.0,0.09,1.0,0.64,-1
26.8,49.0,0.09,1.0,0.84,1
26.8,49.0,0.09,1.0,0.7,-1
27.3,53.0,0.03,1.0,0.7,-1
27.3,53.0,0.03,1.0,0.84,-1
27.3,53.0,0.03,1.0,0.75,-1
27.3,53.0,0.03,1.0,0.7,0
27.3,53.0,0.03,1.0,0.64,0
25.5,47.0,0.17,1.0,0.84,-1
25.5,47.0,0.17,1.0,0.97,-2
25.5,47.0,0.17,1.0,0.84,-2
29.3,40.0,0.22,1.0,0.64,0
29.3,40.0,0.22,1.0,0.84,-1
29.3,40.0,0.22,1.0,0.7,2
29.3,40.0,0.22,1.0,0.75,-1
29.3,40.0,0.22,1.0,0.75,-1
29.3,40.0,0.22,1.0,0.99,-2
28.9,38.0,0.16,1.0,0.97,-1
28.9,38.0,0.16,1.0,0.74,1
28.9,38.0,0.16,1.0,0.97,3
28.9,38.0,0.16,1.0,0.84,-2
25.8,41.0,0.19,1.0,0.64,0
25.8,41.0,0.19,1.0,0.97,2
25.8,41.0,0.19,1.0,0.84,3
25.8,41.0,0.19,1.0,0.84,3
25.8,41.0,0.19,1.0,0.84,3
27.3,52.0,0.01,1.0,0.64,0
27.3,52.0,0.01,1.0,0.64,0
26.4,48.0,0.07,1.0,0.97,1
26.4,48.0,0.07,1.0,0.64,-1
25.2,45.0,0.02,1.0,0.72,0
25.2,45.0,0.02,1.0,0.84,1
25.2,45.0,0.02,1.0,0.75,-2
25.2,45.0,0.02,1.7,0.57,-2
25.2,46.0,1.83,1.0,0.9,1
26.2,46.0,0.01,1.0,0.97,1
26.2,46.0,0.01,1.0,0.97,2
25.5,45.0,0.17,1.0,0.72,-1
22.7,52.0,0.04,1.0,0.72,-1
24.2,51.0,0.18,1.0,0.72,-1
24.2,51.0,0.18,1.0,0.7,-1
24.2,51.0,0.18,1.0,0.64,1
24.2,51.0,0.18,1.0,0.64,-1
25.5,47.0,0.07,1.0,0.72,3
25.1,50.0,0.1,1.0,0.7,0
25.1,50.0,0.1,1.0,0.72,-1
26.1,48.0,0.21,1.0,0.7,-1
26.9,46.0,0.0,1.0,0.75,0
26.9,46.0,0.0,1.0,0.75,1
26.9,46.0,0.0,1.0,0.97,-1
26.9,46.0,0.0,1.0,0.84,0
25.6,49.0,0.08,1.0,0.82,-1
25.6,49.0,0.08,1.0,0.64,1
25.6,49.0,0.08,1.0,0.72,2
25.6,49.0,0.08,1.0,0.64,-1
26.4,48.0,0.07,1.0,0.95,3
26.4,48.0,0.07,1.0,0.95,3
26.4,48.0,0.07,1.0,0.64,3
25.1,50.0,0.1,1.0,0.7,-2
26.7,56.0,0.07,1.0,0.62,-2
28.9,55.0,0.17,1.0,0.75,-2
28.9,60.0,0.32,1.0,0.84,2
27.5,63.0,0.01,1.2,0.72,-1
27.5,63.0,0.01,1.0,0.72,0
27.5,63.0,0.01,1.0,0.72,0
27.5,63.0,0.01,1.0,0.66,1
27.5,63.0,0.01,1.0,0.72,2
27.5,63.0,0.01,1.0,0.72,1
27.5,63.0,0.01,1.0,0.68,1
26.8,55.0,0.05,1.0,0.72,0
26.8,55.0,0.05,1.0,0.72,0
26.8,55.0,0.05,1.0,0.72,1
26.8,55.0,0.05,1.0,0.72,0
26.8,55.0,0.05,1.0,0.72,0
26.8,55.0,0.05,1.0,0.72,0
26.1,46.0,0.04,1.0,0.72,-1
26.1,46.0,0.04,1.0,0.72,1
26.1,46.0,0.04,1.0,0.72,-1
26.1,46.0,0.04,1.0,0.72,-2
26.1,46.0,0.04,1.0,0.72,-1
26.1,46.0,0.04,1.0,0.72,-1
26.1,46.0,0.04,1.0,0.72,-2
26.1,46.0,0.04,1.0,0.72,-2
26.1,46.0,0.04,1.0,0.72,0
25.6,64.0,0.08,1.0,0.72,-1
25.6,64.0,0.08,1.0,0.72,-1
25.6,64.0,0.08,1.0,0.72,-2
25.6,64.0,0.08,1.0,0.72,-2
25.6,64.0,0.08,1.0,0.72,-1
26.9,54.0,0.11,1.0,0.72,-2
26.9,54.0,0.11,1.0,0.72,-1
26.9,54.0,0.11,1.0,0.72,-1
26.9,54.0,0.11,1.0,0.72,0
27.1,54.0,0.01,1.0,0.68,-1
27.1,54.0,0.01,1.0,0.97,0
27.1,54.0,0.01,1.0,0.72,-1
27.1,54.0,0.01,1.0,0.97,0
27.1,54.0,0.01,1.0,0.72,1
27.1,54.0,0.01,1.0,0.72,-1
27.1,54.0,0.01,1.0,0.72,-1
27.3,55.0,0.06,1.0,0.66,1
27.3,55.0,0.06,1.0,0.72,-1
25.7,54.0,0.35,1.0,0.7,0
25.7,54.0,0.35,1.0,0.88,-1
25.7,54.0,0.35,1.0,0.66,-1
25.7,54.0,0.35,1.0,0.72,-1
25.6,64.0,0.08,1.0,0.72,-1
25.7,54.0,0.35,1.0,0.72,0
25.7,54.0,0.35,1.0,0.75,2
25.7,54.0,0.35,1.0,0.75,1
26.7,54.0,0.01,1.0,0.72,0
26.7,54.0,0.01,1.0,0.75,-1
26.7,54.0,0.01,1.0,0.66,1
26.7,54.0,0.01,1.0,0.72,0
26.7,54.0,0.01,1.0,0.72,-1
26.7,54.0,0.01,1.0,0.72,0
26.7,54.0,0.01,1.0,0.72,0
26.9,54.0,0.11,1.0,0.72,-1
26.9,54.0,0.11,1.0,0.72,1
26.9,54.0,0.11,1.0,0.72,0
26.9,54.0,0.11,1.0,0.72,-1
25.7,54.0,0.35,2.0,0.75,0
28.9,60.0,0.32,1.0,0.95,1
25.6,64.0,0.08,1.0,0.9,0
26.8,58.0,0.06,1.0,0.7,0
31.1,60.0,0.4,1.0,0.84,3
31.2,60.0,0.12,1.0,0.84,3
31.0,59.0,0.12,1.0,0.9,3
30.8,58.0,0.16,1.0,0.72,2
30.8,58.0,0.4,1.0,0.82,3
30.3,47.0,0.34,1.0,0.72,-1
30.3,47.0,0.34,1.2,0.64,2
30.3,47.0,0.34,1.0,0.81,1
28.2,40.0,0.02,1.0,0.7,-1
28.2,40.0,0.02,1.0,0.7,-1
28.2,40.0,0.02,1.0,0.72,0
27.4,45.0,0.03,1.0,0.7,1
27.4,45.0,0.03,1.0,0.7,-1
27.4,45.0,0.03,1.0,0.7,3
27.4,45.0,0.03,1.0,0.64,3
28.0,42.0,0.03,1.0,0.75,3
28.0,42.0,0.03,1.0,0.64,3
28.0,42.0,0.03,1.0,0.75,1
28.0,42.0,0.03,1.0,0.72,2
28.1,51.0,0.02,1.0,0.62,2
28.1,51.0,0.02,1.0,0.7,1
28.2,49.0,0.05,1.0,0.7,-1
28.9,60.0,0.32,1.0,0.7,1
28.9,60.0,0.32,1.7,0.49,1
28.9,60.0,0.32,1.0,0.7,0
28.9,60.0,0.32,1.0,0.72,-1
28.9,60.0,0.32,1.0,0.75,-1
31.3,61.0,0.12,1.0,0.65,1
31.3,61.0,0.12,1.0,0.82,3
31.3,61.0,0.12,1.0,0.88,2
31.3,61.0,0.12,1.0,0.95,1
26.8,58.0,0.06,1.0,0.7,-1
26.5,59.0,0.01,1.0,0.72,0
26.5,59.0,0.01,1.0,0.72,0
28.1,48.0,0.04,1.0,0.7,3
29.8,39.0,0.15,1.0,0.72,0
27.3,46.0,0.39,1.0,0.84,-1
27.3,46.0,0.39,1.0,0.64,-2
27.3,46.0,0.39,1.0,0.7,3
27.7,47.0,0.68,1.0,0.7,-1
27.7,47.0,0.68,1.0,0.9,3
28.1,49.0,0.01,1.0,0.7,-1
28.1,49.0,0.01,1.7,0.6,0
28.5,49.0,0.01,1.0,0.64,-1
25.6,64.0,0.08,1.0,0.72,-1
28.5,49.0,0.01,1.0,0.84,0
28.7,48.0,0.01,1.0,0.84,-1
29.8,55.0,0.02,1.0,0.72,3
29.8,55.0,0.02,1.0,0.72,1
30.2,54.0,0.01,1.2,0.72,1
30.2,54.0,0.01,1.0,0.72,2
30.2,54.0,0.01,1.0,0.72,0
30.2,54.0,0.01,1.0,0.72,3
30.2,54.0,0.01,1.0,0.72,3
30.2,54.0,0.01,1.0,0.72,3
30.2,55.0,0.25,1.0,0.97,3
30.2,55.0,0.25,1.0,0.68,3
30.2,55.0,0.25,1.0,0.73,1
31.3,61.0,0.12,1.0,0.84,1
28.7,48.0,0.01,1.0,0.9,-1
26.3,60.0,0.64,1.0,0.68,-2
26.3,60.0,0.64,1.0,0.62,-2
26.3,60.0,0.64,1.0,0.62,-1
24.9,51.0,0.01,1.0,0.75,0
24.9,51.0,0.01,1.0,0.75,0
24.9,51.0,0.01,1.0,0.7,1
24.8,53.0,0.01,1.0,0.64,-2
24.8,53.0,0.01,1.0,0.64,-1
25.1,50.0,0.22,1.0,0.75,0
25.1,50.0,0.22,1.0,0.7,0
25.1,50.0,0.22,1.0,0.84,-2
25.1,50.0,0.22,1.0,0.64,0
25.1,50.0,0.22,1.0,0.7,-1
25.1,50.0,0.22,1.0,0.64,0
25.1,50.0,0.22,1.0,0.7,-2
25.1,50.0,0.22,1.0,0.66,-1
25.1,50.0,0.22,1.0,0.64,-1
25.1,50.0,0.22,1.0,0.7,-1
25.1,50.0,0.22,1.0,0.97,-1
25.2,50.0,0.09,1.0,0.95,-1
25.2,50.0,0.09,1.0,0.72,1
25.2,50.0,0.09,1.0,0.97,-2
25.7,50.0,0.01,1.0,0.75,-2
25.7,50.0,0.01,1.0,0.64,0
25.7,50.0,0.02,1.0,0.7,0
25.7,50.0,0.02,1.0,0.64,-1
25.7,50.0,0.02,1.0,0.7,-2
25.7,50.0,0.02,1.0,0.7,-1
25.7,50.0,0.02,1.0,0.64,0
25.7,50.0,0.02,1.0,0.7,-1
24.9,51.0,0.01,1.0,0.66,-1
26.0,54.0,0.12,1.0,0.64,-3
26.0,54.0,0.12,1.0,0.72,-1
26.0,54.0,0.12,1.0,0.75,0
26.8,53.0,0.03,1.0,0.68,0
27.1,55.0,0.11,1.0,0.73,0
27.1,55.0,0.11,1.0,0.68,-1
25.8,66.0,0.16,1.0,0.62,1
25.8,66.0,0.16,1.0,0.62,-2
25.8,66.0,0.16,1.0,0.62,-1
25.8,66.0,0.16,1.0,0.62,-1
25.8,66.0,0.16,1.0,0.62,0
25.7,47.0,0.08,1.0,0.75,1
25.7,47.0,0.08,1.0,0.64,1
25.7,47.0,0.08,1.0,0.64,0
25.7,47.0,0.08,1.0,0.64,0
24.6,46.0,0.02,1.0,0.75,-2
25.6,50.0,0.54,1.0,0.72,-1
24.6,46.0,0.02,1.0,0.84,-2
24.6,46.0,0.02,1.0,0.64,-1
24.6,46.0,0.02,1.0,0.64,-1
28.8,59.0,1.3,1.0,0.97,-2
28.8,59.0,1.3,1.0,0.72,3
28.8,59.0,1.3,1.0,0.72,-1
28.8,59.0,1.3,1.0,0.72,-1
29.2,59.0,1.08,1.0,0.64,1
29.2,59.0,1.08,1.0,0.7,0
29.2,59.0,1.08,1.0,0.84,-1
29.2,59.0,1.08,1.0,0.84,3
26.0,54.0,0.12,1.0,0.7,-2
26.0,54.0,0.12,1.0,0.84,2
26.0,54.0,0.12,1.0,0.72,2
24.6,46.0,0.02,1.0,0.62,-1
26.8,53.0,0.03,1.0,0.68,-1
27.8,46.0,0.02,1.0,0.72,-1
27.8,46.0,0.02,1.0,0.66,1
25.3,50.0,0.04,1.0,0.7,3
25.3,50.0,0.04,1.0,0.75,0
25.3,50.0,0.04,1.0,0.7,0
25.3,50.0,0.04,1.0,0.75,0
28.6,42.0,0.05,1.0,0.72,1
28.6,42.0,0.05,1.0,0.72,1
28.6,42.0,0.05,1.0,0.72,0
28.6,42.0,0.05,1.0,0.72,3
28.6,42.0,0.05,1.0,0.72,2
28.6,42.0,0.05,1.0,0.66,3
28.6,42.0,0.05,1.0,0.72,3
28.3,44.0,0.04,1.0,0.7,2
28.3,44.0,0.04,1.0,0.72,2
28.3,44.0,0.04,1.0,0.72,3
28.3,44.0,0.04,1.0,0.72,0
28.3,44.0,0.04,1.0,0.72,1
28.3,44.0,0.04,1.0,0.66,2
28.3,44.0,0.04,1.0,0.72,0
27.1,42.0,0.08,1.0,0.72,0
27.1,42.0,0.08,1.0,0.72,2
27.1,42.0,0.08,1.0,0.72,0
27.1,42.0,0.08,1.0,0.72,-1
27.1,42.0,0.08,1.0,0.72,0
27.1,42.0,0.08,1.0,0.72,-2
27.0,43.0,0.14,1.0,0.64,-1
27.0,43.0,0.14,1.0,0.7,-1
27.0,43.0,0.14,1.0,0.72,-2
25.3,50.0,0.04,1.0,0.72,-1
25.3,50.0,0.04,1.0,0.75,-1
25.3,50.0,0.04,1.0,0.7,1
25.3,50.0,0.04,1.0,0.64,1
27.8,46.0,0.02,1.0,0.72,2
27.8,46.0,0.02,1.0,0.72,-1
26.9,39.0,0.04,1.0,0.7,1
26.9,39.0,0.04,1.0,0.7,-1
26.9,39.0,0.04,1.0,0.7,2
26.9,39.0,0.04,1.0,0.64,3
26.9,39.0,0.04,1.0,0.7,2
27.4,43.0,0.03,1.0,0.7,2
27.4,43.0,0.03,1.0,0.84,2
27.4,43.0,0.03,1.0,0.97,2
27.4,43.0,0.03,1.0,0.97,3
27.4,43.0,0.03,1.0,0.66,0
27.4,43.0,0.03,1.0,0.66,0
27.8,46.0,0.02,2.0,0.59,2
27.4,43.0,0.03,1.0,0.72,1
28.0,48.0,0.24,1.0,0.7,1
28.0,48.0,0.24,1.0,0.7,-1
28.6,46.0,0.01,1.0,0.64,-1
28.3,50.0,0.59,1.0,0.7,2
28.3,50.0,0.59,1.0,0.7,2
27.6,46.0,0.18,1.0,0.66,2
27.6,46.0,0.18,1.0,0.66,1
27.2,43.0,0.02,1.0,0.64,1
27.2,43.0,0.02,1.0,0.7,1
27.2,43.0,0.02,1.0,0.64,0
27.2,43.0,0.02,1.0,0.64,1
27.2,43.0,0.02,1.0,0.7,2
25.3,50.0,0.04,1.0,0.66,0
27.5,43.0,0.01,1.0,0.72,3
27.0,43.0,0.14,1.0,0.97,1
26.8,53.0,0.03,1.0,0.62,0
27.4,51.0,0.1,1.0,0.73,2
26.4,60.0,0.22,1.0,0.72,0
26.4,60.0,0.22,1.0,0.7,-1
26.4,60.0,0.22,1.0,0.72,1
26.4,60.0,0.22,1.0,0.72,0
24.7,58.0,0.14,1.0,0.72,0
24.7,58.0,0.14,1.0,0.72,-1
24.7,58.0,0.14,1.0,0.72,0
24.7,58.0,0.14,1.0,0.72,-1
26.8,48.0,0.01,1.0,0.66,0
26.8,48.0,0.01,1.0,0.64,1
26.8,48.0,0.01,1.0,0.64,-1
26.8,48.0,0.01,1.0,0.64,1
26.8,48.0,0.01,1.0,0.9,-2
26.8,48.0,0.01,1.0,0.84,-1
26.8,48.0,0.01,1.0,0.84,-1
26.8,48.0,0.01,1.0,0.64,-2
26.3,49.0,0.25,1.0,0.84,-2
26.3,49.0,0.25,1.0,0.97,3
26.3,49.0,0.25,1.0,0.75,-1
26.3,49.0,0.25,1.0,0.75,2
26.3,49.0,0.25,1.2,0.68,3
26.3,49.0,0.25,1.0,0.84,0
26.3,49.0,0.25,1.0,0.9,-1
25.2,43.0,0.02,1.0,0.75,-1
25.2,43.0,0.02,1.0,0.75,1
25.2,43.0,0.02,1.0,0.75,-2
25.2,43.0,0.02,1.0,0.9,-1
26.4,60.0,0.22,1.0,0.72,1
26.4,60.0,0.22,1.0,0.72,-1
26.4,60.0,0.22,1.0,0.72,0
25.8,60.0,0.37,1.0,0.72,2
25.2,64.0,0.1,1.0,0.64,-1
25.2,64.0,0.1,1.0,0.64,-2
25.2,64.0,0.1,1.0,0.75,-2
25.2,64.0,0.1,1.0,0.72,0
25.2,64.0,0.1,1.0,0.72,-1
25.2,64.0,0.1,1.0,0.64,0
26.9,63.0,0.02,1.0,0.97,2
26.9,63.0,0.02,1.0,0.66,-1
26.9,63.0,0.02,1.0,0.72,2
26.9,63.0,0.02,1.0,0.64,0
26.9,63.0,0.02,1.0,0.72,1
26.9,63.0,0.02,1.0,0.72,0
26.9,63.0,0.02,1.0,0.72,0
25.2,43.0,0.02,1.0,0.75,-2
26.9,59.0,0.21,1.0,0.7,-2
26.9,59.0,0.21,1.0,0.72,0
26.9,59.0,0.21,1.0,0.72,-1
26.9,59.0,0.21,1.2,0.72,2
26.4,59.0,0.21,1.2,0.72,1
26.9,59.0,0.21,1.2,0.72,-1
26.9,59.0,0.21,1.2,0.72,0
26.9,59.0,0.21,1.2,0.72,0
26.9,59.0,0.21,1.2,0.7,2
26.9,59.0,0.21,1.0,0.72,1
26.9,59.0,0.21,1.0,0.7,0
25.8,60.0,0.37,1.0,0.72,0
25.8,60.0,0.37,1.0,0.7,0
25.8,60.0,0.37,1.0,0.62,-1
26.9,59.0,0.21,1.0,0.7,-2
27.1,52.0,0.16,1.0,0.62,0
25.2,43.0,0.02,1.0,0.75,-2
25.2,43.0,0.02,1.0,0.64,0
26.3,51.0,0.11,1.0,0.62,-1
26.2,56.0,0.6,1.0,0.62,0
26.2,56.0,0.6,1.0,0.68,0
26.2,56.0,0.6,1.0,0.62,2
26.2,56.0,0.6,1.0,0.62,2
26.2,56.0,0.6,1.0,0.62,0
26.2,56.0,0.6,1.0,0.62,0
26.2,56.0,0.6,1.0,0.68,-2
26.2,56.0,0.6,1.0,0.62,-1
26.2,56.0,0.6,1.0,0.62,0
26.2,56.0,0.6,1.0,0.62,0
27.9,55.0,0.22,1.0,0.75,-1
27.9,55.0,0.22,1.0,0.64,-1
27.9,55.0,0.22,1.0,0.66,-1
27.9,55.0,0.22,2.0,0.51,-1
27.9,55.0,0.22,2.0,0.69,-1
28.2,48.0,0.16,1.0,0.84,0
28.2,48.0,0.16,1.0,0.7,1
28.2,48.0,0.16,1.0,0.7,1
28.2,48.0,0.16,1.0,0.7,-2
28.2,48.0,0.16,1.0,0.7,2
28.2,48.0,0.16,1.0,0.77,3
26.7,47.0,0.25,1.0,0.7,0
26.7,47.0,0.25,1.0,0.7,3
26.7,47.0,0.25,1.0,0.64,0
26.7,47.0,0.25,1.0,0.64,0
26.7,47.0,0.25,1.0,0.66,0
26.3,51.0,0.11,1.0,0.62,0
26.3,51.0,0.11,1.0,0.62,-1
26.3,51.0,0.11,1.0,0.62,1
26.3,51.0,0.11,1.0,0.62,1
25.2,43.0,0.02,1.0,0.72,0
30.2,60.0,0.51,1.0,0.72,1
30.2,60.0,0.51,1.0,0.72,3
30.2,60.0,0.51,1.0,0.7,2
30.2,60.0,0.51,1.0,0.72,2
30.2,60.0,0.51,1.0,0.72,-1
30.2,60.0,0.51,1.0,0.72,0
30.2,60.0,0.51,1.0,0.97,1
30.2,60.0,0.51,1.0,0.7,0
30.2,60.0,0.51,1.0,0.7,2
26.7,67.0,0.17,1.0,0.64,-2
26.7,67.0,0.17,1.0,0.97,-1
26.7,67.0,0.17,1.0,0.64,-1
25.2,43.0,0.02,1.0,0.7,-1
26.3,51.0,0.11,1.0,0.68,1
26.3,51.0,0.11,1.0,0.82,-1
26.3,51.0,0.11,1.0,0.82,-2
26.3,51.0,0.11,1.0,0.68,-2
26.3,51.0,0.11,1.0,0.73,-1
26.3,51.0,0.11,1.0,0.62,-1
26.3,51.0,0.11,1.0,0.62,-1
26.3,51.0,0.11,1.0,0.62,-1
26.3,51.0,0.11,1.0,0.62,0
26.3,51.0,0.11,1.0,0.62,-2
26.3,51.0,0.11,1.0,0.68,-1
26.3,51.0,0.11,1.0,0.68,0
26.3,51.0,0.11,1.0,0.62,1
26.3,51.0,0.11,1.0,0.62,1
26.3,51.0,0.11,1.0,0.68,-1
25.8,41.0,0.19,1.0,0.84,-2
27.0,43.0,0.14,1.0,0.72,-1
26.7,59.0,0.1,1.0,0.72,-3
31.6,67.0,0.03,1.0,0.7,2
31.6,67.0,0.03,1.0,0.84,1
31.6,67.0,0.03,1.0,0.7,1
31.6,67.0,0.03,1.0,0.7,3
30.9,72.0,0.78,1.0,0.7,2
30.9,72.0,0.78,1.0,0.7,2
30.9,72.0,0.78,1.2,0.64,0
30.9,72.0,0.78,1.0,0.7,1
30.9,72.0,0.78,1.0,0.7,2
30.9,72.0,0.78,1.0,0.72,2
27.4,56.0,0.44,1.0,0.7,-1
27.1,63.0,0.01,1.0,0.73,-2
27.1,63.0,0.01,1.0,0.64,-2
27.1,63.0,0.01,1.0,0.72,3
27.7,55.0,0.03,1.0,0.84,-1
27.7,55.0,0.03,0.7,0.84,-1
27.7,55.0,0.03,1.2,0.64,0
27.7,55.0,0.03,2.0,0.6,-1
29.0,56.0,0.02,1.0,0.7,3
29.0,56.0,0.02,1.0,0.7,1
29.0,56.0,0.02,1.0,0.7,-1
29.0,56.0,0.02,0.7,0.7,1
30.3,53.0,0.85,1.0,0.72,3
30.3,53.0,0.85,1.0,0.72,0
30.3,53.0,0.85,1.0,0.66,1
30.3,53.0,0.85,1.0,0.72,1
29.8,51.0,0.7,1.2,0.75,0
31.6,67.0,0.03,1.0,0.84,1
31.6,67.0,0.03,1.0,0.84,2
26.6,51.0,0.11,1.0,0.97,2
26.6,51.0,0.11,1.0,0.84,-2
23.2,69.0,1.08,1.0,0.72,-1
23.2,69.0,1.08,1.0,0.72,-3
23.2,69.0,1.08,1.0,0.72,-1
27.0,52.0,0.23,1.0,0.97,-2
27.0,52.0,0.23,1.0,0.97,-1
27.0,52.0,0.23,1.0,0.84,-2
27.0,52.0,0.23,1.0,0.97,-2
27.0,52.0,0.23,1.0,0.97,-2
27.0,52.0,0.23,1.0,0.97,3
27.0,52.0,0.23,1.0,0.84,1
27.0,52.0,0.23,1.0,0.72,-1
27.0,52.0,0.23,1.0,0.72,0
27.0,52.0,0.23,1.0,0.66,-1
29.8,51.0,0.7,1.0,0.72,0
27.0,52.0,0.23,1.0,0.72,-1
27.0,52.0,0.23,1.0,0.84,0
26.6,51.0,0.11,1.0,0.84,-2
26.6,51.0,0.11,1.0,0.84,2
26.6,51.0,0.11,1.0,0.97,2
26.6,51.0,0.11,1.0,0.84,3
26.6,51.0,0.11,1.0,0.84,3
26.6,51.0,0.11,1.0,0.84,3
26.6,51.0,0.11,1.0,0.84,2
26.6,51.0,0.11,1.0,0.97,-2
26.6,51.0,0.11,1.0,0.97,3
26.6,51.0,0.11,1.0,0.97,2
26.6,51.0,0.11,1.0,0.97,-2
26.6,51.0,0.11,1.0,0.97,-2
27.0,52.0,0.23,1.0,0.84,3
23.2,69.0,1.08,1.0,0.72,-1
29.8,51.0,0.7,1.2,0.72,0
29.2,48.0,0.04,1.0,0.72,0
31.0,47.0,0.9,1.0,0.7,-2
29.4,45.0,0.05,1.0,0.97,0
29.4,45.0,0.05,1.0,0.64,-2
29.4,45.0,0.05,1.0,0.7,-2
29.4,45.0,0.05,1.0,0.7,0
29.4,45.0,0.05,1.0,0.7,0
29.4,45.0,0.05,1.0,0.7,0
29.4,48.0,0.95,1.0,0.68,-1
29.4,48.0,0.95,1.0,0.7,1
